About the game,Genres
"Game Eternower is a mazing - focused Tower Defense . Minimalistic thematically , opportunistic mechanically . TD Features Branching - most towers are built through other towers Pathing focus - always visible and dynamic enemy paths Viability - supports a range of alternative solutions Control - game logic is discrete , ensuring reliability Message I hope you have fun .","Casual,Indie,Strategy"
"Not Another Dungeon ? ! is a unique rogue - lite card game . Conquer 1 0 randomly generated levels and make the demonic Tower of Imalsrith yours ! Fight evil demons and their king Aphradim to bring home the glory ! Cleverly combining cards is the key to victory . Maybe , you will even find out what the Tower has to do with the recently appearing Meisters ? Features ? ! A brand - new rogue - lite experience ! Over 7 0 heroes to collect and fight with ! Over 4 0 enemies to discover and defeat , including 8 unique boss enemies ! Easy to learn , hard to master gameplay ! Online leaderboards ! Out of control ? ! With every try , the levels you have to conquer get randomly generated . With a dynamic difficuilty system and a lot of different cards to discover , the experience keeps itself fresh . If you feel especially determined , you ' ll maybe find yourself happy with CHAOS MODE - everything is upside down here ! The strength and health values of each card get randomized ! Big , bad bosses ? ! Your goal is to defeat the evil demon king Aphradim at the 1 0 th level . Can you keep your party alive this long ? A horde of demons and other monstrosities try to prevent you from succeeding - including 4 strong bosses with unique abilities ! Online ? ! Compete in two categories - Speedrunning and Highscore ! The included leaderboards promise to create extensive rivalry for those who strive for the top !","Free to Play,Indie,Strategy"
"Well this is a standard normal RPGmaker game . An ancient evil has arisen to threaten the world and an equally ancient and ritualized journey must be under taken to save said world . Gathering the power of the legendary Crystals , becoming the Legendary Hero , meeting your fated Hero Companions and defeating the Lich . Hopefully nothing will happen to complicate this simple dance . This game includes : - Turn based combat - Tricky dungeon puzzles - Terrible , terrible choices - Cooking mechanics ! - The inevitable extinction of mankind","Adventure,RPG"
"What if Jesus had been able to escape his crucifixion ? Would he escape the Romans , who are still bent on enforcing their death sentence ? Or maybe even start a family with his great love ? Just slip into his role and figure it out ! But before it is time to settle down with his beloved lady , there is still a lot to do . There are a lot of riddles to be solved and secrets to be revealed while searching for a missing person . Delve into the atmosphere of the first century . Experience a fascinating adventure filled with biblical quotes , allusions to the Holy Scripture , and a lot of black humor . Play detective and decide at the end of the game for yourself which version of the historical narrative you want to believe in . To enjoy this adventure , it does not matter which religion you belong to , or if you consider the bible to be just a thick book of fairytales . Nobody is supposed to be ' proselytized ' and nobody ' s religious feelings are supposed to get offended . All you need to enjoy this game is a computer which fulfills the minimum technical requirements , as well as a liking for stories , the solving of riddles , and a good sense of humor . Then 7 - 1 2 hours of thrilling entertainment are waiting for you .","Adventure,Indie"
"Sunlight is a short , vibrant and thought captivating exploration game , from the creators of Among the Sleep , Mosaic and The Plan . Journey into the uncharted forest , guided by the harmonised whispers of the trees . Each tree with different voices , genders and dialects , speaking as one . Taking artistic inspiration from expressionist painters like Monet and Munch and focusing on a powerful 3 D audio experience with breath - taking choir work , Sunlight will leave you feeling entranced and in wonder in this artistic approach to telling you a story . Playtime : 3 0 minutes . The visuals , that were hand painted using Quill , makes the experience feel like exploring a three dimensional painting . The hauntingly beautiful music , composed by Tchaikovsky , was recorded in the Archbishops palace in Trondheim , Norway , and sung by the award winning choir Kammerkoret Aurum . Along with a wide range of voice actors spanning multiple continents , the atmospheric and meditative story comes alive .","Adventure,Indie"
"Not Heaven is an interactive world built as a platform for Wealthy Relative ' s 6 song rap EP with the same title . The game experience contains 6 music videos , multiple art galleries , god - like abilities , and more . It is a short third - person experience that allows the player to explore the world , paint the walls , and observe the artwork and videos . Not Heaven is the first Rap record to be released as a video game . ' i hope you like my game , please play it ' - Wealthy Relative","Casual,Free to Play,Indie,Simulation"
"Armageddon . Apocalypse . The end of days . Mayan prophecy foretells the beginning of a new world age on December 2 1 , 2 0 1 2 when the road to the stars will descend from the sky and civilization as we know it will come to a tumultuous end . That date has arrived and with it the awakening of a most formidable enemy . Galactic alignment has enabled an artifact which opened a portal allowing villainous Gods access to our universe . Fate has chosen 4 characters to teleport through this portal into another dimension and battle against all odds to rescue mankind from destruction and enslavement . Using teamwork and strategy , can the four heroes save humanity by defeating these evil foes ? In Revelations 2 0 1 2 players progress through an alternate dimension in a sweltering jungle environment heavily influenced by ancient Mayan culture . First - person shooter action is combined with puzzle solving requiring methodical yet quick - thinking team play in a captivating campaign that can be played with up to four players in co - op mode . Players navigate their way through this perilous maze in 1 5 different maps gathering ' suki - tok ' to advance themselves all the while fighting hordes of demonic minions . At the end of each level , the characters are faced with their greatest challenge yet , the Gods themselves ! ! ! As each God is defeated players acquire a crystal to increase the capability of their weapon . Players must use each successive crystal in the next trial that awaits them . Gather all the crystals and overpower the Gods to be victorious in this epic journey . In addition , multi - player modes let you compete four - on - four with friends playing as either heroes or demons in stasis tag or team death match . Revelations 2 0 1 2 also boasts the premiere of battlegrounds multi - player maps . This unique mode allows unit selection mind control in a 4 vs . 4 setting to advance in force upon your opponent and infiltrate the enemy base to destroy their boss . Key Features : FPS 4 player co - op Epic boss fights Hordes of powerful minions 4 vs 4 multi - player game play with an all new battlegrounds mode Modular alien weapon system Teamwork strategy to solve puzzles Old world Mayan city setting Use of AI director for unique game experiences Matchmaking , stats , rankings , and awards systems Powered by Source and Steam","Action,Indie,Strategy"
"Trenchfoot is just good clean local multiplayer fun for up to 1 6 friends . If you enjoy old - school multiplayer games like Bomberman , you ' re going to love Trenchfoot ! Included in the current build of Trenchfoot is : Support for up to 1 6 local players 9 powerups and items Players can place blocks . Blocks add a defensive aspect to the game . Blocks will stop explosions from spreading and can be used to shape dymanic ones . Flood explosions , these explosions will fill the space available to them . They flood around corners , scurry through bottlenecks and expand into open spaces . Players place tiles during the gameplay modifying the level Destroyable blocks are the standard destroyable blocks players can place these . They create temporary barriers , and also continue to add powerups during gameplay . Water tiles are a player placeable tiles that stop explosions from spreading , but do not hinder player movement Pipe tiles are a player placeable tile that funnel explosions and players through them . If an explosion gets into a pipe it will be directed through it until it exits . Once it exits it will continue to expand again until its magnitude is expended . Smaller maps built to support as few as 2 players with larger ones available for up to 1 6 players . The game now has music ! It ' s a sweet upbeat happy tune made by a talented artist named Nom . Trenchfoot is a local multiplayer only game . There is no single content in the game .","Action,Indie"
"Eldervale is a survival horror game reminiscent of early 2 0 0 0 ' s classics . Many elements will be instantly familiar to veterans , while also introducing newcomers to the genre . Exploration and atmosphere is key , supported by varied gameplay like puzzle solving , combat , stealth and resource management . The game builds up story and mechanics throughout it ' s 3 - 4 hour playtime until the end . Story Ophelia Delaney is a young woman haunted by the early childhood she spent with her parents in the town of Alder Stow . The Delaney family owned a large estate for generations , which was used for many things during the 2 0 th century . All the horrible events that took place there remain unknown . Ophelia was forced to leave town and move to her aunt who raised her . Now , 1 0 years later , she is tormented by images from the past , suppressed memories and lucid dreams . Those closest to her suggested increasingly radical treatments . After those failed , Ophelia was sure that she can only be cured where she was born . She must return to the Delaney Institution . Gameplay The pillars of classic survival horror are alive and well in Eldervale . You must explore and navigate creepy environments with the help of maps and consumables you collect . To open up new paths , you have to solve puzzles and overcome obstacles . While initially the Institution may seem deserted , you will find yourself fighting , running or hiding to survive soon enough . Features Explore a large , interconnected level filled with deadly secrets . Fight , escape or sneak past more than a dozen types of enemies and dangers . Collect and manage items to aid your survival . Solve diverse puzzles and obstacles . Piece together the past of the Delaney Institution and it ' s residents . Meet other characters and decide their fate . Customize your experience by selecting difficulty for Combat , Puzzle and a Special Mode with random events . Unlock multiple endings , alternate costumes , achievements and more ! Play the Deep Reserves expansion with it ' s own progression system and unlock powerful new rewards ! About the Project As a solo developer and a devout fan of survival horror , Eldervale is a passion project with the goal of reinvigorating a genre I feel is underrepresented in today ' s market . That said , Eldervale is much more than just paying respects to the classics : It puts it ' s own twist on the genre , making it more accessible to new players as well as nostalgic for veterans . I hope you will enjoy , so I can continue putting hard work in for a genre I love .","Action,Adventure,Indie"
"Years ago I would play volleyball quite a bit , I never knew it would lead to this . Julias I really hope you get a chance to give this a try . I would love to know what you think . I hope you are well . May encouraged me to publish this here , she ' s helped me so much lately . I hope you enjoy the game . - Len Take to the court and match up against your opponent in physically and mentally challenging beach volleyball ! Retired Men ' s Nude Beach Volleyball is a single - player narrative - based volleyball game set in beautiful locations across Massachusetts . Join the league and play as Len Rizzo as he navigates the later part of life one serve at a time .",Indie
"Play as Jeeboman in this fast paced retro arcade shooter built ground up for room scale VR . Save your city from waves of invading robots and dish out destruction with a full arsenal of futuristic weaponry . Jeeboman has at his disposal 5 unique high powered weapons . The weapons will look familiar , but you ' ve never been able to use them like you will be able to in Jeeboman . Rocket launchers , hand cannons , lasers , teleportation , and shotguns can be dual wielded in both hands through an intuitive weapon wheel designed from the ground up in VR for the fastest weapon switching you ' ve ever tried . Jeeboman offers an hour of gameplay that will take you from your city to the invader ' s UFO . Players will experience about 4 5 - 6 0 minutes of action in either easy , normal , or hard modes . It ' s an assault on the senses and anything longer would be punishing . Over 2 0 challenging Steam Achievements to test your skill and endurance !","Action,Indie"
"Duloga is a reverse space shooter where you choose who lives and dies . Can You Survive 7 Nights ? FEATURING . . . Seven full levels . Can you SURVIVE all of them ? State - of - the - art RGB COLORS ! GUIDE a crowd to weed out criminals ! High resolution 8 - BIT GRAPHICS ! Help COPS meet their quota ! CHOOSE who deserves to die . Duloga is a game about our struggle against police brutality , extrajudicial killings , red - tagging , and state terrorism in the Philippines .","Action,Free to Play,Indie,Simulation"
"Case 0 0 : The Cannibal Boy is a half - hour visual novel partly based on a true story , written by a writer with a background in psychology . It is a psychological horror story with an urban legend theme . Story Have you heard of the ' Cannibal Boy ' ? If you ' ve heard his story , you have to hurry and tell someone who hasn ' t . Or else , he might just come get YOU . . . Characters ' You ' A master ' s student in psychology . The topic of your master ' s thesis is ' judgment and decision making . ' ' Are you going to do a case conceptualization ? ' Jade An interning psychologist . She is constantly smiling but her eyes always look shut . ' Eating is essentially a kind of possession , a kind of intimacy , just like having sex . ' James A grad student who enjoys college life . He sometimes worries about whether he will find a decent job . ' It ' s the urban legend everyone ' s been talking about ! ' Grete Jade ' s BFF . She has a tendency to be passive aggressive and jumps to conclusions . ' Your fault your fault your fault your fault your fault . . . ' Hans Grete ' s twin brother . He is prettier than girls . ' I can be there for Grete anyway . ' The handsome guy Grete ' s crush . He is a mystery . ' I can ' t say exactly . . . '","Adventure,Casual,Indie"
"When a global war nearly decimated humankind , an evil military organization called Oniken takes advantage of the situation to dominate and oppress the few remaining survivors . Even though any resistance to this organization seemed hopeless , a small rebel movement organizes strikes against Oniken . One day , a ninja mercenary named Zaku offers his services to the resistance for unknown reasons . His moves are lethal and now he is the resistance ' s only hope . Oniken is an action platform game highly inspired by the 1 9 8 0 ' s , its games and its movies . You can see this not only in the graphics and sound design , but also in Oniken ' s story and difficulty . Don ' t Worry , You Will Die A Lot Of Times . Every copy of Oniken comes with digital versions of the game manual and the original soundtrack . Features Graphics , sounds and difficulty from the 8 - bit era Cinematic cutscenes Over 1 8 boss fights Six missions , three stages each An extra mission after you beat the game Boss rush mode Not difficult enough ? Try the new HARDCORE MODE Global Leaderboards Full pixelated violence","Action,Indie"
"Immerse yourself into Path to Mnemosyne , a hypnotic adventure created within an infinite zoom ! Walk the path , explore your mind and recover all lost memories by solving dozens of imaginative puzzles . A mysterious story , a minimalist script and disturbing sounds and graphics , will make Path to Mnemosyne a bizarre and memorable gameplay experience for any player . Will you be able to reach the end of the path ? Features : Overwhelming graphic style . Atmosphere that plays with your senses . Dozens of puzzles to solve . Simple controls , challenging challenges . Open narrative .","Adventure,Indie"
"Escape the destruction of your city with just one button ! The game that popularized the infinite runner genre is back with two - player mode and new challenges . Play any of the 8 new game modes with one or two players , dash across rooftops with four different runners , or just chase that high score in the classic futile race for survival .","Action,Indie"
"Cranked Up is a challenging and crazy platform game where animal - themed donuts equipped with powerful rockets try to save Mr . Mug , their favorite cup of coffee ! Complete 5 0 levels across two different worlds in an extensive single - player campaign mode . Play Cranked Up across various game modes , from Adventure story mode to hardcore Floor is Lava mode to Chrono mode . Plays a giant animal donut equipped with rockets ! Roll , jump , bounce and push your donut mastery to the extreme . Finds the hidden levels . Unlocks and collects donuts . Reachs the top of the rankings by challenging your friends . In normal difficulty we control the donut in the classic way of a platform game . In addition to the normal difficulty , we have created a difficulty challenge that changes the controller completely . It offers a clever system of rockets allowing you to move forward , but despite its outward simplicity , it remains a challenging way of maneuvering through the game world . Activate the right rocket at the right time . Otherwise , you risk going the wrong way . Advance through the levels to save Mr . Mug , collect sugar canisters . You will then be able to unlock and play the famous hidden donuts . The chronometer mode is built so that you can improve your rocket control in the best possible way . In this mode you will be able to get different medals by beating the bronze , silver and then gold ghosts . Finally , this is where you will be able to see the best times of your friends and the world . Challenge the rankings if you feel you can ! For the most reckless players among you , a mode where the floor is lava is available ! Finish an environment for the first time to unlock its ' Floor is Lava ' mode where touching the flaming floor instantly cooks your donut . Each level in this mode is different from its original version and cannot be finished in the same way . And it ' s also the opportunity to catch even more sugar canisters !","Adventure,Indie"
"Feeding a puppy has never been this fun . Place the machines , make the adjustments and enjoy this adorable husky crazy for DONUTS . Use shovels , drones , springboards and many other crazy machines to feed the puppy . PLACE ADJUST EAT Designed for lovers of physics - based puzzles; 4 0 handcrafted stages to be solved; Original soundtrack , designed to keep you immersed and focused on the game; Lots of love and thought in every detail of the game; Easy - to - learn , simple and intuitive controls;",Casual
"Colored blocks fall , and they keep falling . You rotate them , and drop them . Faster and faster you align the pieces , creating links of matching color , filling in gaps . You touch a block with a detonator and the entire chain explodes . The blocks above them drop , another detonator touches , and another chain is gone . Then another . Anode reintroduces the classic falling - block puzzle genre , with new twists and challenges ! Link blocks back and forth across each other . Match angled couplers to create chains of multiple colors . Earn items and use them to clear your bin . Play Mission Mode and complete randomly - generated objectives for additional challenge . Post your scores on leaderboards and see how you stack up . Invite a friend over , plug in some controllers , and dive into frantic competition . Complete long chains to send blocks to your opponent ' s side , or use offensive items to trip them up . Don ' t have a controller ? Play two players with one keyboard ! All to a pulsing soundtrack with music that gets more intense as your bin fills !","Action,Casual,Indie"
"Feel the acceleration in this fast - paced grappling hook platformer , Remnants of Naezith . It focuses on having freedom of movement , solid character control and not having any speed limitations . The fun of swinging with grappling hooks and the amazing feel of acceleration makes a great combination in this game . You play as Kayra , a human who shares his body with the soul of Naezith , the ancient thunder dragon . With the powers granted to him by the dragon , Kayra will destroy the Remnants of Naezith , enchanted fragments of the dragon ' s body , to prevent anyone from exploiting their power for evil . LEVEL SELECTION Proceed through four chapters with 2 0 branching levels in each . SECRET LEVELS Find the hidden remnants to unlock secret levels . LEADERBOARD Watch top player replays and improve your skills to ascend . GLOBAL RANKINGS Get a badge depending on your overall performance and compete worldwide . GHOSTS Race against other people ' s best times or your own . SPEEDRUN MODE Try going through the entire game or a specific chapter as fast as possible . CUSTOM LEVELS Explore the countless levels made by the community and design your own .","Action,Indie,Racing"
"Ripped Pants at Work is a frantic stealth game about searching for new pants . Players control an ordinary office worker on their first day of work . After an unfortunate incident involving a pencil on the floor and pants that were way too tight , the player must venture out of the office and into the city on a hunt for new pants . Explore a small , open city filled with different pairs of pants ! Players can challenge themselves to find the most pants in the shortest amount of time . Some pants are easy to find . Some are a bit trickier ! This happens to everybody ! Ripping your pants is one of those things that everyone can sympathize with , but it ' s still so embarrassing . Every time you play , you ' ll control a new , randomly generated character ! If you find pants successfully , you ' ll continue as the same person . If you get caught with no pants , you ' ll be fired and play as the next person hired for the job ! Sneak through a small , open - world , city , full of unique locations and people . Break line of sight , hide behind people and in bushes , and run across streets and through buildings with a unique brand of stealth . Play the game as a different , randomly generated character every time . If you get caught pantsless by too many people , you ' ll get fired for indecency . The cycle continues with the next person to get hired for your job . Best your personal record and see how many pairs of pants you can get in the shortest amount of time !","Action,Indie"
"Jump and fly your way through danger in this rhythm - based action platformer ! Prepare for a near impossible challenge in the world of Geometry Dash . Push your skills to the limit as you jump , fly and flip your way through dangerous passages and spiky obstacles . Game Features Rhythm - based Action Platforming ! Lots of levels with unique soundtracks ! Build and share your own levels using the level editor ! Thousands of high quality user generated levels ! Unlock new icons and colors to customize your character ! Fly rockets , flip gravity and much more ! Use practice mode to sharpen your skills ! Lots of achievements and rewards ! Challenge yourself with the near impossible ! Steam users get two exclusive unlockable icons !","Action,Indie"
"LOOP is a tranquil puzzle game , with a unique , simple , meditative feel . Now includes a level generator with a possible 1 BILLION levels . Complete each level by swapping the hexagon pieces until all the lines link up , revealing the final pattern . Later levels introduce spinning pieces and colour changing pieces also ! Inspired by Zen philosophy , the minimal UI has no timers , move limit or score; allowing you to just relax and focus . Includes 1 0 0 Levels and a colour blind mode .","Casual,Indie"
"Free the spirit of a little boy called Adi , entrapped in a voodoo doll damned to roam the Sorrow Forest . Unite Life and Death in an innovative gameplay with splendid visuals and soundtrack , this is what truly confers Altero its uniqueness . Challenge your best logical skills controlling Adi the voodoo doll and its ghost embodying your past actions to solve a variety of puzzles . Figure out the series of actions to accomplish with the appropriate timing , and sacrifice yourself to face the obstacles as somehow two players . But don ' t forget to rescue the lost souls along your way out of the Sorrow forest , it is the only truthful path to redemption . - Secondary goals : rack your brains on optional ferociously complex puzzles - Card and badges : get rewarded for your endeavor with stunning cards and badges - Achievements : hit the hidden depths of the Sorrow forest and unlock Steam achievements","Adventure,Indie"
"In SEASON : A letter to the future , you play as a young woman from a secluded village exploring the world by bike for the first time , collecting memories before a cataclysm washes everything away . SEASON is a quest to discover a new world; one unknown yet familiar . Document , photograph , and record life as you find it , while you still can . The gameplay focuses on exploring , recording , meeting people , and unravelling the strange world around you . Each recording tool captures a different layer; sounds and music , art and architecture , the stories of characters living through pivotal moments . Your tools peel back these layers until you grasp the culture , history , and ecology underneath everything . This quest leads you to the big questions : what is this season ? Why is it ending ? And what will the next season bring ?","Adventure,Casual,Indie"
"A rogue - like river journey through the backwaters of a forgotten post - societal America . Forage , craft , evade predators . From the Art Director of BioShock and a team of veterans of the BioShock , Halo , Guitar Hero and Rock Band series comes The Flame in the Flood . Travel by foot and by raft down a procedurally - generated river as you scrounge for resources , craft tools , remedy afflictions , evade the vicious wildlife , and most importantly , stay ahead of the coming rains .","Action,Adventure,Indie"
"Explore the silent story of Duality , a world in which reality has been split into two dimensions . Each level has been beautifully designed with extreme challenge in mind . Will you be able to uncover the secrets that each new challenge holds ? Experience Like No Other Unique Gameplay : Dimension - based puzzles Amazing challenges : Created from diverse gameplay elements Immersed Environment : A first - person perspective allows you to feel like you ' re really a part of this interesting and immersive crafted world Done for the love of it : The first project ever done by Essency Studios , made for the love of the game and the gamers . The answer to every level may not always come easy , but isn ' t that what makes these so fun ?","Indie,Strategy"
"Volatile Triangle combines the best aspects of many genres to produce something truly unique . Hardcore puzzle platforming coupled with a trajectory based movement system means the main challenge is simply collecting all of the orbs and getting through the portal without dying . The added challenge of getting a perfect score using the least amount of moves possible will keep you busy for a long time . Getting a perfect score will not be easy to achieve and will take an absolute understanding of the game . Understanding the game is something you will have to work for , there is no writing on the wall or hints to guide you . You will have to earn it with every death . Prepare yourself . Features : - 9 6 levels to master - Semi - linear progression system allows you to skip tougher levels and come back when your skills are sharpened - Gravity Switches , Portals , Lasers and more will interact in unexpected ways to form mind bending puzzles - Control sharing multiplayer makes it easy to enjoy the challenge with your friends - Play wherever you want with cloud saves and full controller support - 1 9 Achievements . Achievement hunters beware ! These will take some work - Awesome up - beat soundtrack","Action,Casual,Indie"
"In the American Southwest , a lone witch hunter travels across the desert , seeking to wipe out cultists of all sorts . Fight a variety of goons and ghouls , through small towns to dimension - spanning motels . Inspired by DOOM , Quake , and action games of yore , blast your way through a neon - dripped , pixelated nightmare in this high - speed , high - thrills FPS . No recharging shields : you ' ll need to play smart or find healthpacks to stay alive . You ' re not invincible , after all . Wild Weird West : features an acidic western soundtrack , composed just for Midnight Ultra ! Choose a melee weapon and a ranged weapon of your choice : mix and match , choose between chopping and blasting your enemies down to size . Change how the game looks to fit your taste : unlockable color palettes change how Midnight Ultra looks entirely . BONUS : Halloween color palette unlocked at start Double jump and dodge your enemies : your fast and nimble feet will let you leap across levels , over enemies heads , and between platforms . Moody and surreal story : not everything is at it seems , and the physical trappings of reality aren ' t always guaranteed . . . Short and sweet : 2 - 3 hours of gameplay content , for busy players looking for quick fun .","Action,Indie"
"T - Minus 3 0 is a fast - paced , single - player city builder where you plan a city and assemble a space fleet to escape a dying Earth . You must scavenge a post - apocalyptic environment to build infrastructure , grow crops , generate power , and build rockets to save as many people as you can . All within 3 0 minutes of play . You start your new settlement with the intention of turning post - apocalyptic land into working rocketry . So , you start by digging Wells which produce and propagate Water . Then you create Tilled Earth , which receives that Water and becomes Farmland , which in turn produces Food . You can build up your infrastructure to support solar farms and hydroponics labs to stock sleek generational ships that each rescue thousands of evacuees . Or , you can remain low - tech and brute force your population off the Earth by building massive numbers of 1 9 6 0 s era rocketry . And , that ' s T - Minus 3 0 . A timeboxed city builder that focuses on resource propagation , exploration , and saving as much of humanity as you can before the Earth explodes . Mind you , however you play , you can ' t save everyone , and people will still end up dead . But that ' s life . Explore abandoned ruins of a once - bustling civilization . Mine skyscrapers and junkyards to reclaim plastics and metals . Explore procedurally generated landscapes , from small , arid maps with scarce resources to large , forested maps replete with ancient ruins . Create the infrastructure to convey energy , water , and other resources to your ever - expanding base of operations . Save as many souls as you can before the world ends in 3 0 minutes !","Simulation,Strategy"
"Open your mind and discover your power as you explore the world of Spectromancer ! A turn - based online fantasy card game , co - designed by Magic : The Gathering ' s Richard Garfield and Alexey Stankevich , creator of Astral Tournament and Astral Masters , Spectromancer allows players to participate in a magical duel against other mages by strategically summoning creatures and casting spells . Play as one of six powerful types of wizards and take on the corrupt council of magic and its innumerable minions . Each mage uses five magical elements during a duel - Fire , Water , Air , Earth and a fifth related to the specific mage type . Using one of six mage types in the game , Clerics , Mechanicians , Necromancers , Chaosmasters , Dominators and Illusionists , players duel against the computer or against other online players live . By adding new spells and new allies to your side , players will open new strategic options to master . Spectromancer provides a varied pallet of foes and environments that force players to watch every turn of a card . Each player takes on a journey of discovery reflected in the tricks they master as a player , with the challenges increasing in multi - player , Spectromancer pits players against hundreds of challenges of amazing tactical depth . Co - designed by Richard Garfield , the creator of Magic : The Gathering A turn - based strategy game with an elegant interface and great depth Wide variety of spells and mages gives nearly endless replay value Multiple levels of difficulty to provide player of all skill levels a challenge Play as one of six different types of mages , each with unique spells and strategies Pit yourself against players from around the world in multi - player play Build your character ' s spells and abilities over time in the extensive campaign","Indie,Strategy"
"Overhaul Games brings MDK 2 back to the PC in incredible high definition , with enhanced graphics , sound , and gameplay . See the classic action platformer the way it was meant to be seen , heard , and played . . . on a PC ! Kurt Hectic in his snazzy suit with ribbon chute is back to save the universe . This time he is teamed with the genius Dr . Hawkins and the 6 - legged gun - toting robotic dog , Max . Together they must out - sneak , out - blast and out - think their enemies as they attempt to reclaim the Earth from a vile alien menace . And this time they ' re in HD . All three characters - Kurt , Doctor Hawkins and Max are playable , each has his own levels , powers and items and a completely different gameplay focus . Kurt is about stealth and sniping , the Doctor has a few direct attacks but also has the ability to create items and effects out of simple household objects , while Max is a cigar smoking , quad gun toting demolition squad of a dog . Key Features 1 0 Levels Over 2 0 Enemies Three different player characters , Max , Dr Hawkins and Kurt Unique levels and items for each character Brand new HD graphics Enhanced audio from the original sources Tweaked gameplay - now Easy really is Easy , while Hard is BONE CRUSHING !",Action
"Do you like black cats ? Discover Naught , a unique game where you move the environment instead of the character ! Enjoy amazing labyrinths and secrets with the best soundtrack . Help Naught in this fun and challenging indie . Naught is a platform videogame with a unique control where you rotate the environment to change gravity and guide the main character , Naught , through labyrinth levels full of challenges , hidden places and secrets . Featuring varied , dynamic gameplay , Naught explores 4 0 levels where he must dodge danger and enemies arising from the shadows , discover hidden places , collect seeds of light that will help him access blocked areas , and recover the diamond fragments that possess enormous power . Throughout his adventure , he will be accompanied by the Spirit of the Tree , who will help him find his way through extremely narrow and complex labyrinths . You can also enjoy a time trial challenge on every level . In Naught , you will discover an underground world full of lights and shadows , connected to the exciting story of our character : a soul awakened to face the shadows and protect what he loves the most .","Action,Casual,Indie"
"Build Your Arsenal Craft more and more powerful blades . Forge metals from raw ore . Smelt ingots and shape them into sword blades . Lathe wooden handles and piece together progressively powerful creations . Custom Physics Code Custom physics code allows us to use more targeted physics contraints to produce better results for very specific use cases . These systems can interact with and provide a layer ontop of stock PhysX interactions in the Unreal Engine . Physics development footage : Exercise Burn calories while busting targets and testing your blades in this exhilarating Role Playing adventure . VR Interactivity Reusable systems simplfy generic usecases for interaction in VR spaces . The systems can interact and influence each other in realtime to allow for unique play experiences . Mining Process ore by passing it through an elaborate washplant . Feed , grind , trommel and shake away all the useless rock to reveal precious ore . Then upgrade your machine , piece by piece , to find more quantity and quality of ore and gems . Time Chamber Once you have created your finest armaments , put them to test in this special chamber . Test the strength of your blades and armor , all the while collecting money , experience and loot . Every venture into the chamber will get you a little closer to the ultimate test .","Action,Indie,RPG,Simulation,Early Access"
"MirrorMoon EP is a game about mystery and exploration set in outer space . These space travels begin on a red planet and its unique moon and extend across galaxies . The single player part of MirrorMoon EP blends adventure and exploration with navigation - based puzzle solving . The multiplayer of MirrorMoon EP lets players share Galaxy Maps with other players : the first explorers to land on a planet will be able to name its Star System and that name will be forever bound to the star for any other fellow traveler who encounters it . Each Galaxy consists of a thousand Systems : it will be possible to fully discover the mysteries of MirrorMoon EP only while collaborating with other players . Through the apparently indecipherable cockpit of an unknown spacecraft , players will be able to locate and travel to mysterious planets . Each planet has artifacts , buildings , and puzzles on its surface , hidden in astonishing low - poly sceneries . MirrorMoon was nominated for the Nuovo Award for innovation in games at Independent Game Festival 2 0 1 3 and was also part of the Official IndieCade and Fantastic Arcade 2 0 1 2 selections . Since then , MirrorMoon has grown considerably . EP stands for Extended Play , representing all the new content that we added for the official release .","Adventure,Indie"
"In 1 8 6 2 , when Farragut ' s Union squadron was preparing to occupy the vital hub of the South - New Orleans , the Confederate agent L . Merton approached the Austrian government for a passible naval arms deal . Relations between the Austrian Empire and the North were poor during the war . The Austrians tried to interest the Confederacy in steam warships , many of them gunboats . With the New Orleans ironclads , they could present a dangerous challenge to the Union navy on the high seas , potentially capable of overwhelming squadrons on individual blockading stations . In reality , the deal never took place - but it could have happened ! Create your fleet and army , hunt the enemy ' s fleet , hide your weak squadrons in protected ports until reinforcements arrive , blockade enemy trade routes , amphibious assaults and harbour sieges , struggle for dominance over the seas in turned - based strategic mode - All of these actions are possible in Ironclad 2 American Civil War . The real time tactical battle mode allows you to set up battles and squadron groups with their formations and management using realistic ship models and characteristics as well as advanced ballistics and weapon models . Choose your ships , increase the experience of your crews and send your squadron into the high seas . Command a battle formation and experience the power of iron and steam in a turned - based maritime strategy mode while fighting battles with a tactical real time naval simulation game . Raise anchor and get Ironclads 2 American Civil War now !","Simulation,Strategy"
"Harvest a crop of thrills as you rebuild your farm in the wake of a hurricane ! Care for your animals , gather produce , and learn a slew of delicious recipes to sell in town . It ' s not all fun and farms , though . You ' ll need to foil the plans of pesky ferrets who aim to steal your goods ! When things get tough , take a break from the rigors of your farm and score big on the roulette table ! Just remember to keep your eyes peeled for amusing collectible stickers . With dozens of exciting levels , vivid art , amusing animation , and bonus features galore , Farm Frenzy : Hurricane Season is going to blow you away ! Bright and colorful visuals Simple point - and - click gameplay Awards for kicking Farm Frenzy butt ! Hilarious stickers to collect ! Learn - as - you - play tutorial","Casual,Indie,Simulation"
"Explore the ancient , mysterious world of Journey as you soar above ruins and glide across sands to discover its secrets . Play alone or in the company of a fellow traveler and explore its vast world together . Featuring stunning visuals and a Grammy - nominated musical score , Journey delivers a breathtaking experience like no other .","Adventure,Indie"
